id,title,company_name,loc,details,url
30,clinical psychologist,,mecca,"job description    the job includes providing psychological interviews, assessment, diagnosis for individuals and groups and case management, referral and follow-up to acute, chronic, or moderately disturbed/mentally ill clients and patients, and consultation with outside facilities and agencies.&#160; duties and responsibilities&#160; interviews patients, utilizing the medical and social case histories to formulate/write case conceptualization documents that include diagnoses and treatment plans.&#160; administers and interpret the appropriate psychological assessments and use them to diagnose disorders and write treatment plans.&#160; assesses patient progress and modifies treatment plans accordingly; communicates with family members as appropriate.&#160; utilizes various psychological techniques; selects appropriate treatment approach and plans frequency, intensity, and duration of individual, group, and family therapies.&#160; documents therapy by policies and procedures&#160; implements and adheres to the code of ethics of mental health services that ensure patient confidentiality.&#160; provides crisis intervention where situations require immediate psychological treatment&#160; work collaboratively with other mental health professionals and provides consultation.&#160; assess suicide risk, homicide risk, self-harm level, and protective factors using appropriate assessment tools, e.g., the columbia suicide severity rating scale.&#160; document the finding from the treatment and liability perspective.&#160; design a safety plan with the clients and their caregivers on an ongoing basis, including home visits, safety checks, and other measures.&#160; work with university multidisciplinary teams when required.&#160; participates in educational programs, in-service meetings, clinician meetings, and workshops to enhance professional development and maintain currency of methodology and techniques.&#160; provides psychological consultations to other mental health professionals within health facility.&#160; may instruct and direct candidates serving psychological internships if required.&#160; performs miscellaneous job-related duties as assigned.&#160; minimum job qualification requirements&#160; minimum a master’s degree from accredited program in clinical psychology.  aba  : able to provide aba intervention to children/young people diagnosed with autism  experience  : minimum of 3 years of psychology practice in a&#160; pediatric (birth to 18) setting.  skill set  : experience in assessing and supporting developmental, learning, autism and mh needs  setting  : minimum of 2 years working in an international, english-speaking, multi-disciplinary setting  languages  : fully proficient in english and with the ability to assess and provide interventions in arabic  multi-disciplinary team  : ability to work as part of a team, and manage cases with other professionals.  licensed from saudi commission of health specialties.&#160; certified in at least one of the approved apa treatment methodologies.&#160;",https://sa.jooble.org/desc/3132924578170832954
31,manpower recruiter,,riyadh,"identifying future hiring needs and developing job descriptions and specifications.  collaborating with department managers to compile a consistent list of requirements.  attracting suitable candidates through databases, online employment forums, social media, etc.  conducting interviews and sorting through applicants to fill open positions.  assessing applicants&#39; knowledge, skills, and experience to best suit open positions.  completing paperwork for new hires.  promoting the company&#39;s reputation and attractiveness as a good employment opportunity.  managing internship programs.  keeping up-to-date on current employment legislation and regulations and enforcing them within the company.  providing recruitment reports to team managers.  recruiter requirements:  a bachelor&#39;s degree in human resources preferable.  the ability to conduct different types of interviews.  experience with recruitment processes and databases.  the ability to design and implement recruiting strategies.  excellent english communication skills.  good interpersonal skills.  good decision-making skills.  working knowledge of employment law and legislation.",https://sa.jooble.org/desc/4535822488308076047
32,graduate process engineer,worley,khobar,"51,000 people. 49 countries. over 120 office locations.we’re not just engineers. we’re a global team of data scientists, consultants, construction workers and&#160;innovators all working to create a better tomorrow. every day, we help customers in energy, chemicals and&#160;resources get one step closer to solving our planet’s toughest issues. climate change. the energy transition.&#160;digital transformation. and how we can deliver a more sustainable world.whatever your ambition, there’s a path for you here. and there’s no barrier to your potential career success. for more information, visit&#160;worley.compurposeas part of the worley graduate community and under supervision and mentorship within the process engineering department, you will assist in the delivery of engineering services to worley&#39; and our customers&#39;.&#160;responsibilitiesdeliver&#160;process engineering services that meet worley&#39;, its customers&#39; and applicable statutory and regulatory specifications, on time and within budget.perform&#160;process engineering services such as:contribute to appropriate studies, analyses and recommend actions; andassist with the preparation of detailed designs and drawings, specifications, data, calculations and reports.communicate effectively with the process engineering team and project stakeholders, including the customer.identify issues and problems, develop appropriate solutions, and ask for assistance if required.what you will bring &#160;&#160;technical and industry experiencemay have vacation student/ internship experience in an engineering environment.technical and practical process engineering skills.knowledge of the fundamental requirements of process engineering, and the basic requirements of other engineering fields.developing skills in process engineering specific software.some skills in the use of relevant software such as ms office suite.education – qualifications, accreditation, training&#160;required:a recognized and relevant engineering degree or equivalent that will lead to registration as a professional engineer.&#160;what we offer youproviding our people with an agile culture and challenging work opportunities results in a positive work environment.&#160; our people enjoy competitive compensation packages and a fun, personal, collaborative and safe working environment.&#160; we value equal employment opportunity and are committed to promoting fairness, equality and diversity.our policy is to conduct background checks for all candidates who accept an offer of employment with us.if you have the passion and talent to keep up, it&#39;s time to test the limits of what you can become. &#160;find your future with worley.",https://sa.jooble.org/jdp/-6493084415526182945/Graduate-Process-Engineer-Khobar
33,tls coops - ksa,pwc middle east,riyadh,"description  at pwc, we measure success by our ability to create the value that our clients and our people are looking for. our reputation lies in building lasting relationships with our clients and a focus on delivering value in all we do. we’re a network of firms in 158 countries with more than 236,000 people who are committed to delivering world-class capabilities and quality in assurance, tax and advisory services. established in the region for 40 years, pwc middle east employs over 4,200 people across 12 countries. complementing our depth of industry expertise and breadth of skills is our sound knowledge of local business environments across the middle east region. our tailored solutions help our clients meet the challenges and opportunities of doing business in the middle east market and beyond.  about our co-op program    our co-op internships offer high caliber students the opportunity to experience work and life at pwc, and gain a valuable insight into our business and culture. you’ll work alongside graduate trainees and experienced professionals on live and interesting client projects. you will be doing real work on real clients so be prepared to get involved.    the co-op is due to start in june or august 2023.    the opportunity    a career within tax &amp; legal services, will provide you with the opportunity to help our clients meet and manage their tax obligations across unique but ever changing tax specialties. you’ll advise clients on their local and overseas tax affairs, while acting as a strategic consultant related to business analysis, managing indirect taxes, dispute resolution, and global enterprise tax solutions. to know more about our tax &amp; legal services business: click here    discover what a career with us is all about, and boost your employability. you’ll find out first-hand if this is the career for you – perform well, and you could be offered a graduate job. working alongside specialists, you’ll work on client projects to give you the best insight into what we’re about. you’ll have the opportunity to build networks with your colleagues and peer group.    job description    as a co-op you&#39;ll gain invaluable industry experience, work with inspiring people driven to make a difference and become a part of a culture that thrives on the diversity of its people. you&#39;ll work on client engagements, take part in projects addressing some of the tough challenges and strengthen your skills while witnessing the impact of your contribution. and you&#39;ll have a potential fast track into our graduate program at the end of the co-op.    the teams you could join include:    core tax services  global mobility  transfer pricing  indirect taxes  international tax services and mergers & acquisitions  digital solutions  legal  what we are looking for    be eligible for a co-op internship and available for the full 28 weeks with your university and final year student with a related degree in law, economics or similar and a cumulative gpa of 3.0/4   arabic speaking candidates preferred.    have the legal right to work in the country you are applying without restrictions, we do not provide sponsorship for our internships    additional information    develop your skills through one-on-one coaching and mentoring  undertake challenging client work and engagements with potentially broad social impacts  attend networking events  expand your professional and personal networks with like-minded peers  expand your career potential with a globally respected organization  we want all of our people to feel empowered to be the best that they can be, find out more about our firmwide employee value proposition: click here    if this sounds like the opportunity for you, apply now!   travel requirements   0%   available for work visa sponsorship?   no    government clearance required?   no    for further information, and to apply, please visit our website via the “apply” button below.",https://sa.jooble.org/desc/1801354758952056778
34,general physician,johns hopkins aramco healthcare,ras tanura,"general physician  basic function  serves as a general practitioner, diagnoses and treats patients for diseases and disabilities; directs preventive care of patients according to approved procedures which are part of an integrated program of curative and preventive services.  scope  the work is in johns hopkins aramco healthcare primary care services division in dhahran, al hasa, ras tanura, abqaiq and udahliyah. may be assigned to any of the company’s out-patient services including rotational duty in primary care services in all locations. supervised by the unit heads in his work location and chief of primary care services. day-to-day work direction including assignment of duties and on-the-job review of actual work performed and technical advice usually provided by a head physician or chief of primary care services. supervisors make spot checks on the accuracy and completeness of patient records, observing diagnoses made and treatments rendered. advice and consultation is received from the supervisor, work director or medical specialists in treating difficult cases. the majority of professional problems encountered are solved without reference to the supervisor.  principal contacts  most contacts are with patients and their supervisors or relatives, involving the interpretation of medical information to the layman. has no responsibility for capital expenditures.  principal duties  works as a physician in one of more of the following assignments:  performs the professional duties of a general practice physician in a manner consistent with his/her training and in accordance with the privileges delineated by the credentials committee.  out-patient clinics: examines and treats patients coming to the out-patient clinics. takes medical history, examines patient, makes diagnosis and prescribes medications and other therapies. seeks specialist consultation when necessary.  follow patients through their illnesses at appropriately spaced intervals. orders laboratory and x-ray procedures and interprets results as required. orders or applies such preventive measures as may be indicated. performs physical examinations on employees, wives and children. makes recommendations as to fitness for employment. takes appropriate action to counsel patient on any physical defects uncovered during the examinations and makes appropriate arrangements for treatment and follow-up. advises the company of employees’ limitations in capacity to perform work because of health. must be familiar with local or industrial factors which may produce disease or dysfunction (e.g. noise, toxic substances, child delivery and feeding practices, etc.).  emergency receiving room: determines which cases constitute an emergency, extends rapid treatment to the patient as needed, makes quick decisions, chooses the correct consultant for immediate judgment and treatment if necessary. advises nursing personnel regarding medical problems; response to radio/telephone calls from remote areas requesting medical advice; occasionally must go on emergency ambulance trips or otherwise use good judgment in responding to bona fide outside emergencies. this duty is principally at night and on weekends. ( applicable to the relevant district ) participate in peer review and performance improvement activities as well as other professional activities. attend continuing medical education (cme) meetings as time permits. provides patient care in accordance with the best available evidence based practice.  completes all medical records and case histories promptly, indicating there on the diagnosis and treatment given. is responsible for the medical accuracy, completeness and confidential nature of patients’ medical records.  provides health counseling of patients as needed.  attends professional and company meetings as directed by the supervisor. occasionally prepares cases for presentation at ward rounds and staff meetings. prepares medical papers for delivery at group meetings.  &#160; experience  a minimum of two years satisfactory practice in general medicine after internship, either in a hospital, private practice or the equivalent. &#160; certifications/other requirements as applicable  proficient in english.  good physical and mental condition.  current medical license from country of origin to practice  arabic language is preferred.",https://sa.jooble.org/desc/-2892333995780686064
35,general service support - graduate,philips,riyadh,"job titlegeneral service support - graduatejob descriptiondon’t just learn to work – work to learn, surprise yourself with philips!we are excited to bring onboard talented fresh graduates who will during the 12 months of internship not just learn to work but work to learn! therefore, please apply now if you meet the below requirements and ready to work in of the four locations:location: tabukcontract duration:12 months&#160;in this role, you have the opportunity topositively impact the philips business in the kingdom of saudi arabia! support the digital transformation of our healthcare system bringing to the market innovative solutions with the aim to improve the life of patients and healthcare professionals.&#160;you are a part ofa team of professionals who offer service &amp; customer support to local hospitals and health providers along with service experts that provide global support, training and customized solutions.you are responsible forinstalling philips healthcare (ph) equipment according to standards with respect to quality and installation time as set by phperforming planned maintenance and equipment modifications within the scheduled time and to the quality standards set by phperforming corrective maintenance, supported when necessary by&#160; tier-2 support helpdesksubmitting timely and accurate service data, job sheets, reports, expense claims, radiation film badges, field problem reports and other paperwork as assignedbeing aware of customer needs and potential commercial leads (philips lifecycle solutions – pls)&#160; through customer visits and provide feedback and recommendations to the management, relevant people within the organizationbeing a professional representative for ph with respect to customer problems, ensuring personal acceptability by the customer in appearance and behavior in accordance with ph policy and targetsto succeed in this role you’ll need the followingdegree level education obtained post-2020 majored in biomedical engineering, electrical engineering or equivalentexperience in maintenance and troubleshooting of technical complex systems as an assetfluent in english, verbal and written in addition to local languagecustomer-oriented mindsetavailability for business trips inside the ksa&#160;&#160; in return, we offer youa 12-month program that will provide a unique opportunity to gain valuable skills in a supportive environment. in addition, the ability to grow within a multinational company and to understand the processes and structure of health tech business. you can join the company that values the interaction between technology and people, while working on challenging projects.why should you join philips?working at philips is more than a job. it’s a calling to create a healthier society through meaningful work, focused on innovative, customer-first health technology solutions. help us improve the health and well-being of billions of people, every year. ultimately creating a career that no one could have planned for. even you.",https://sa.jooble.org/jdp/2917630434708978692/General-Service-Support-+-Graduate-Riyadh
36,real estate broker,qualfon,riyadh,"required real estate broker  attractive salary based on experience.  generous commission (50 %) with unlimited earning potential.  access to lead generation system and exposure on property portals with company website and crm system.  property listings.  experienced admin support which helps you in closing deals.  marketing support with photography, social media, google adwords, seo, sms, email marketing.  real estate sales and or rental experience in the uae, must be able to demonstrate experience.  positive attitude. presentable, professional.  honest and hard working.  a smart business dress is required at all times.  go-getter  job types: full-time, part-time, permanent, temporary, contract, internship, fresher.  interested candidates should send their cvs",https://sa.jooble.org/desc/6087924553415470994
37,marketing associate - tamheer program,,dammam,"job description    write and edit in house articles, speeches related to logistics activities and campaign promo.  prepare and coordinate the production of promotional brochures, handouts, direct mail leaflets, videos and photographs and other multimedia programmes.  assists in organising/participation of events including press conferences, logistics seminars and exhibitions.  assists on the development of all corporate communications such as publications, campaigns content, banners and advertisement.    skills      preferred candidate    career level  student/internship  years of experience  min: 0 max: 0 nationality  saudi arabia  degree  bachelor&#39;s degree / higher diploma  age  min: 0 max: 0",https://sa.jooble.org/desc/-4945947673468301037
38,director procurement - construction,,mecca,"job description    to build, operate and lead the procurement function and ensure a cost effective process is followed across both, corporate and technical procurement.  client details  our client is growing organisation working towards to fulfilling some of the kingdom&#39;s 2030 vision goals.  description  in addition to the developing the policies, procedures and manual for the department, the key areas of focus for this role include:  strategy development and planningpeople management budgeting and financial performancepolicy, processes and procedure developmentcontract management vendor relationship &amp; internal stakeholder management  profile  bachelor&#39;s degree in business administration, supply chain management, finance, law, or any other related field.any professional certification in related areas is an advantage.10 years of relevant experience in procurement including at least 2 years in positions of progressively increasing managerial responsibilities.arabic speaker is mandatory  job offer  in addition to the opportunity of setting up a function and a long term growth opportunity, this role is well-remunerated with an attractive package including benefits.    skills    construction procurement    preferred candidate    career level  student/internship",https://sa.jooble.org/desc/8267737224919470943
39,"staff physician, primary care",johns hopkins aramco healthcare,al dhahran,"basic functionprovide high standard, cost effective, care of the respective specialty to jhah eligible medical recipients under the supervision of attending physician. execute duties within the approved credentials &amp; privileges provided by the hospital credentials &amp; privileging committee.scopeattend service clinical and educational rounds including morning reports and sign out rounds when appropriate. attend and participate in the multi-disciplinary team rounds. attend and participate in service/department quality and safety activities including reviews, audits and presentations. report patients&#39; adverse events to the appropriate department/service office. attend and contribute to service and department business meetings. prepare and provide patient reports as required within the hospital policy. participate actively when assigned to a given committee. keep apprised with, and adhere to, hospital and departmental policies and bylaws. ensure legible and timely entries into patients&#39; records. maintain complete patient case records. adhere to hospital policy regarding patient record confidentiality. participate in medical records audits when required to do so.principal contactshe/she is in daily contact with hospitalized patients and their families, nurses, other physicians, and other medical staff. he/she is also in close contact with emergency medical service physicians, clinical medicine services physicians, surgical &amp; diagnostic services physicians, radiology services as well as other respective services requesting.principal dutiesin patient duties:assess and admit patients through emergency room, out-patient clinics and transfer from other hospitals as directed by the attending physician.carry out the necessary investigations and admission work-up as indicated.carry out the day-to-day patient assessment, plan and execute management under the supervision of the attending physician.conduct daily rounds during work days on admitted patients and assigned consults as appropriate.attend to patients when re-evaluation is required throughout the work day.attend to admitted patients through the weekend as per the specific service arrangement.respond to emergency calls in a timely manner and tend to patients when required to do so.participate in trauma care, code blue care, or rapid response care according to the established role by credential and privilege given.answer in-patient consultations within the required timeframe in conjunction with consulting services.conduct rounds on related service intensive care unit patients when on-call.plan and prepare patients for discharge as appropriate.dictate discharge summariesprovide in-house 24 hour call when required as per the monthly on-call schedule.out patient duties:attend assigned out-patient medical/surgical and procedural clinics within approved ambulatory credential &amp; privilege.refer patients to other services where appropriate.evaluate patients in the emergency room and perform minor emergency surgical procedures when required.operating room outpatient procedure area duties: (only applicable for specific specialty)assist in the operating room when assigned to a particular service/attending surgeon.perform operative procedures within approved privileges.perform perioperative anesthetic management within approved privilege.maintain punctuality and professionalism in the operating room environment.when required, keep patients caregiver/guardian informed of the outcome of the procedure.dictate timely and appropriate operative reports when required to do so.ensure safe patient transfer out of the operating room by completing the required documentation.experienceminimum of 2 years’ experience in specialty required (following completion of internship) preferably in a university affiliated teaching hospital.certifications/other requirements as applicableparticipate in teaching and educational activities of junior staff, medical students and interns.keep up to date with knowledge and skills required to perform duties safely.maintain adequate continuous medical education credits as required by hospital and licensing authorities.",https://sa.jooble.org/jdp/8470534707496534853/Staff-Physician%2C-Primary-Care-Al-Dhahran
40,electrical design engineer (building design,ghafari,riyadh,"a person must be a saudi national, and be able to read/write/speak english. &#160; ghafari associates is looking for electrical design engineer to join our  riyadh, saudi arabia  office. &#160; the electrical design engineer, will apply electrical analysis, design and drafting skills to develop engineering design documents for lighting, power, and associated controls. he/she will provide computer-aided design (cad) technical production support in the discipline of electrical engineering and related coordination for process and building systems. &#160; essential job functions:  create engineering documents using computer aided design (cad) technology utilizing autodesk revit and/or autocad  work closely with architects and engineers during design phase of project to understand project scope of work  possess / demonstrate the engineering knowledge and understanding to design or analyze engineered equipment, (e.g. substation mechanical equipment and systems integration) knowledge of the nfpa, ansi/ieee and ies standards, as they apply to the electrical design  able to adhere to project quality, budget, and schedule given the design approach and constraints  possess engineering knowledge of the high &amp; low voltage systems (e.g. power and lighting systems) prepare feasibility studies&#160;and schematic design packages of lighting, power systems, etc.&#160; able to adhere to project quality, budget, and schedule given the design approach and constraints  communicate and work with all other disciplines to produce coordinated construction documents  conduct field measuring and checking at the construction site  maintain organized project file containing project calculations, schedules, correspondence, appropriate reference materials, etc.&#160; with assistance, edit and draft project specifications  review project submittals (shop drawings) for conformance with contract documents; specify action required for conformance  respond to rfis  perform related duties as assigned  bachelor’s degree in electrical engineering or related field 5+ years of related and progressively more responsible experience in electrical engineering field  knowledge and application skills for design of facilities power and lighting systems  revit experience a must! computer applications skills for production of design documentation, including microsoft office (emphasis on excel and word) and bim 360  engineering software for power and lighting (d  ialux ), short-circuit analysis (e.g. etap, skm) must be able to read, write and speak english  strong attention to detail  since 1982, ghafari associates has taken a personal approach to highly technical projects in complex markets including: aviation, manufacturing, healthcare, retail, hospitality, k-12 and higher education. as a global team of engineers, architects, process designers, and consultants we blend insight with technological innovation helping clients elevate their efficiency, sustainability, and impact. &#160; continuously rated a&#160; , crain’s&#160; , and a&#160;company to work for in the us, ghafari has made a name for itself through our culture, employee benefits, and&#160; . &#160; over a quarter of ghafari employees have diverse identities that are championed by our growing approach to diversity, equity, and inclusion. we provide flexible work environments allowing team members a schedule that benefits them, whether it is fully remote, hybrid or an in-office experience.&#160;&#160; through career mapping, ghafari employees are encouraged to seek licensure, coached for knowledge growth, and provided opportunities for management and mentorship roles if interested. our robust internship program recognizes undergraduate and graduate students from across the world, having an over 90% success rate of hiring our interns after graduation. &#160; join our team and work on forward-thinking projects all around the world. ghafari’s global reach creates an environment where individuals can build professional relationships while building sustainable and cutting-edge facilities. are you ready to take that leap? &#160; ghafari associates, llc is an equal opportunity / affirmative action employer and is committed to providing reasonable accommodations to individuals with disabilities in the employment application process. if you need an accommodation due to a disability in order to use our online system to apply for a position at ghafari associates, llc, you may apply for positions in the following ways: &#160; connect to our job portal ( by fax at 313.436.8624; attn: human resources  by mail at 17101 michigan avenue, dearborn, mi 48126; attn: human resources  in person at 17101 michigan avenue, dearborn, mi 48126.  by email at hr@ghafari.com  if there are any questions or additional accommodations that are required, please contact 313.441.3000 for assistance. &#160; it is ghafari associates, llc’s policy not to discriminate in its employment and personnel practices because of a person’s race, color, creed, religion, sex, national origin, age, weight, height, marital, pregnancy or parental status, sexual orientation, gender identity, genetic information (including family medical history), political affiliation, military service, status as a qualified individual with a disability or a protected veteran, or any other classification protected by federal, state or local law or ordinance.",https://sa.jooble.org/desc/1506760695203478522
41,nephrologist,johns hopkins aramco healthcare,al ahsa,"basic functionprovides specialized clinical services to jhah patients for the diagnosis and management of the kidneys.&#160;scopethe nephrologist is a staff member of the specialty medicine department, and provides clinical care and consultative services to inpatient and outpatients with kidney disorders.&#160; will be expected to fulfill duties to meet organizational needs for which he or she is qualified.&#160; reports to the chief of the division of. specialty medicine.principal contactshas daily contact with patients, family members, staff, nurses, allied health professionals, administrators and physicians.principal dutiesprovides person-centered care and consultations to inpatients and outpatients in the area of expertiseprovides diagnostic and therapeutic procedures in accordance with the highest standards of care and within the delineation of privileges as recommended by the chief of the division, and approved by the jhah credentialing and privileging committee.completes all medical documentation and reports in a timely and professional manner.develops collegial relationships and works collaboratively other physicians, nurses, allied health providers, and administrators across departments and districts at jhah. actively participates as a member of multi-disciplinary teams and is a team player.shares in the on call responsibilities according to operational need.&#160; responds to emergency requests for assistance from the emergency rooms at all jhah facilities.actively participates in the monthly unit, division, department and hospital staff, clinical, education and research meetings.contributes to the educational activities of the division, by attending grand rounds, journal clubs and fosters the education or professional development of trainees or other health care professionals.participates in interdisciplinary, interdepartmental and performance and quality improvement activities including committee service within jhah.promptly responds to all jhah queries regarding medical documentation, coding, patient concerns, or risk management.participates in the development and implementation of administrative policies, medical practice procedures, clinical guidelines, and standard operating proceduresexperiencemust have at least three years of practice in the field of nephrology post board and proof of expertise in the discipline of nephrology.three to five years of residency training in internal medicine in a recognized residency training program.one (1) year internship in a recognized training program.certifications/other requirements as applicableexcellent command of oral and written english.must hold a valid license to practice medicine.",https://sa.jooble.org/jdp/4977141779267073730/Nephrologist-Al-Ahsa
42,business development intern - gulftech innovations...,qureos,riyadh,"about employer:  gulftech innovations is a cutting-edge technology company that specializes in creating innovative and user-friendly mobile and web applications. the company focuses on creating software solutions that solve complex business problems for clients in a wide range of industries. gulftech's services include custom software development, mobile app development, web development, and digital marketing.   job description:  we are seeking a highly motivated and proactive business development intern to join our team in riyadh, saudi arabia. the successful candidate will assist in the development and implementation of strategies to drive business growth and expand our customer base. the ideal candidate should be passionate about technology, have strong analytical skills, and possess excellent communication skills.   responsibilities:  conduct market research and analysis to identify potential customers and market opportunities  assist in developing and implementing strategies to increase sales and expand the company&#39;s customer base  generate leads and conduct outreach to potential clients through various channels  assist in creating marketing materials and presentations to support business development efforts  attend meetings with potential clients and partners, and help prepare proposals and contracts  build and maintain strong relationships with clients and partners  provide regular reports and updates on business development activities and progress  collaborate with other departments within the company to ensure smooth delivery of products and services to clients  assist in developing and implementing customer satisfaction surveys and feedback mechanisms   requirements:  bachelor&#39;s degree in business administration, marketing, or a related field  strong written and verbal communication skills  good interpersonal skills, including the ability to build and maintain relationships with clients and partners  good organizational and time-management skills  ability to work independently and as part of a team  proficient in microsoft office and crm software  passionate about technology and the latest trends in the industry  ability to work in a fast-paced, deadline-driven environment  previous experience in business development or sales is a plus   duration:  this is a full-time internship position, with a minimum duration of three months. the position may be extended based on performance and business needs.   compensation:  this is a paid internship position, with a competitive compensation package based on skills and experience.   note: gulftech is an equal-opportunity employer and values diversity at our company. we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",https://sa.jooble.org/desc/1293582022009145042
43,marketer - cooperative training,entshaar,ha'il,"job description:   - students are required for cooperative training in the marketing specialization to work in the quality diffusion company work location: hail roles and responsibilities: - conducting marketing research to find solutions to consumer requirements, behaviors and habits presenting ideas to develop marketing campaigns creatively participate in various marketing activities by submitting suggestions on developing content and preparing advertising plans - planning marketing in important events and occasions - communication with advertising agencies to implement promotional campaigns - collaborate with the marketing department and various departments to provide a consistent brand - planning and implementation of advertising campaigns by identifying appropriate marketing channels (social networks, tv ads, e-mail) and other marketing channels participate in analyzing marketing data (campaign results, conversion rates, traffic) and more to help improve future marketing strategies - access to the latest marketing techniques and improve marketing plans job type: internship contract duration: 3 months   requirements:   the applicant should be looking for a cooperative training   employment type:   full time   salary range:   unspecified   basic requirements      gender:  both gender      this job available for:  open for all      minimum education level:  bachelor degree       apply for this job       disclaimer: employers do not ask for any sums of money to apply for jobs and for any other purposes (administrative fees, examination fees, application fees). necessary to take, in case of any sums of money are requested to apply for jobs, or if there is suspicion of a job offer, please click on the  report abuse  button to take the necessary action.",https://sa.jooble.org/desc/-7848495476558753873
44,healthcare personnel - cpm,scancruit,riyadh,"job description / role do you have experience working as midwife and your certificate can be recognized by the schs? if yes, apply today! about the company: our client is a 406-bedded teaching hospital, accredited by jcia and cbhai. presently there are centers of excellence in women&#39;s health, pediatric and adolescent health, including a child development center specializing in autism and attention disorders. there is also provision of integrated services in internal medicine, psychiatry, orthopedic, urology, colorectal, breast, bariatric, plastic and endocrine surgery, orchidology, ophthalmology, dental and maxillofacial surgery. about the job: provides exceptional patient driven care and staff empowerment in a wellness environment aligned with organizational leadership standards of practice, namely integrity, leadership development, performance, professional and ethical behavior, communication, collaboration and professional commitment. utilizes the nursing process, hospital policies and procedures and scope of practice, to ensure compassionate, safe and effective patient care. provides clinical oversight within the team for junior staff. provides a high standard of midwifery care to mother and baby during pregnancy, labour and the postpartum period. key responsibilities: • is accountable for utilizing the nursing process, appropriate tools, evidence based knowledge, empathy and compassion in the assessment, planning, implementation and evaluation of nursing and midwifery care for individual patients, while considering the individuals holistic needs and in accordance with scope of practice, hospital policy and procedure. • is responsible for conducting low risk births and in providing shared midwifery care in high risk cases under the responsibility of the obstetrician. • demonstrates the knowledge and skills, including critical thinking, necessary to implement the nursing plan of care, nursing interventions and procedures, as necessary for the care of the individual patient taking into consideration the patient’s condition, culture and medical plan of care. • monitors the health of pregnant women and their unborn babies. • educates patients as well as their partners and family members on reproductive health, preparation for parenthood, and antenatal care. • educates and advices patients on pain management techniques to prepare them for labor. • delivers babies while providing emotional support and encouragement during labor for patient and partner. • provides education, emotional support and advice for patients and their partners to cope with miscarriages, stillbirths, neonatal deaths or terminations. • teaches new mothers how to feed their newborns. • assisting patients in creating suitable birth plans. • providing sound advice to patients regarding diets, exercises, and medications suitable for pregnancy. • midwifery/nursing care delivered is at the highest possible standard, is evidence informed and in accordance with legislation and common saudi law as it applies. • effectively and efficiently manages the midwifery/nursing care of individuals or groups of patient. • advocates for patient by guiding best practice and standards of care within multidisciplinary team. • responds to clinical changes in patients conditions and escalates care in accordance with the hospital policy and procedures, reports any deterioration in patient’s condition to physician, escalating via chain of command as necessary. • works towards reducing length of stay by advocating commencing discharge planning on admission. • is an advocate for patient safety, minimizes patient risk by ensuring a safe environment and conditions. • follows all policies and procedures, reporting observed or perceived risks in a timely fashion. • suggests opportunities for improvement in care and in care environment. • uses transcultural awareness during all interactions with patients, families and colleagues. • works effectively with multidisciplinary team towards safe, effective and efficient patient outcomes. • maintains patient confidentiality according to policy. • ensures appropriate delegation of any duties when necessary. • takes appropriate action in emergencies. • documents all care accurately, completely and in a timely fashion. • demonstrates the computer skills necessary for carrying out duties. • collaborates with the interdisciplinary health care team to provide comprehensive midwifery/nursing care. • adheres to all aspects of confidentiality in regards to patients, staff and personnel. • demonstrated understanding and response to emergency codes. • participates in accordance with hospital mission and vision.  requirements  requirements: • bachelor’s or master’s degree in midwifery. • or bachelors /associate degree/ diploma in nursing (country equivalent) + scfhs recognized midwifery qualification. • scfhs midwifery license. • country specific midwifery license. • bls certified (acls, pals, nals dependent on unit requirement). • home country equivalent board certifications must be maintained when appropriate. • 1-year internship for saudi nurses with bachelor’s degree in midwifery. • 2 years of midwifery experience for non-saudi.    about the company scancruit is a recruitment company with focus on finding the right people to the right positions. we know that its important to love your job and have a passion for what you do. we have great knowledge about all kinds of businesses. with us you find people with value, and our job consultants are ready to help you find the right job or the best candidate for the job.",https://sa.jooble.org/desc/-8166605346719140564
