,url,title,company_name,loc,details
31,https://sa.jooble.org/jdp/-6493084415526182945/Graduate-Process-Engineer-Khobar,Graduate Process Engineer,Worley,Khobar,"<p><p simplifier=""block""><em simplifier=""inline""><b>51,000 people. 49 countries. Over 120 office locations.</b></em><br><em simplifier=""inline"">We’re not just engineers. We’re a global team of data scientists, consultants, construction workers and&#160;innovators all working to create a better tomorrow. Every day, we help customers in energy, chemicals and&#160;resources get one step closer to solving our planet’s toughest issues. Climate change. The energy transition.&#160;Digital transformation. And how we can deliver a more sustainable world.</em></p><p simplifier=""block""><em simplifier=""inline"">Whatever your ambition, there’s a path for you here. And there’s no barrier to your potential career success. For more information, visit&#160;Worley.com</em></p><p><b><u simplifier=""inline"">Purpose</u></b></p><p>As part of the Worley Graduate Community and under supervision and mentorship within the process engineering department, you will assist in the delivery of engineering services to Worley&#39; and our customers&#39;.</p><p simplifier=""block"">&#160;</p><p><b><u simplifier=""inline"">Responsibilities</u></b></p><ul><li>Deliver&#160;process engineering services that meet Worley&#39;, its customers&#39; and applicable statutory and regulatory specifications, on time and within budget.</li><li>Perform&#160;process engineering services such as:</li><ul><li>contribute to appropriate studies, analyses and recommend actions; and</li><li>assist with the preparation of detailed designs and drawings, specifications, data, calculations and reports.</li></ul><li>Communicate effectively with the process engineering team and project stakeholders, including the customer.</li><li>Identify issues and problems, develop appropriate solutions, and ask for assistance if required.</li></ul></p><p></p><p><b><u simplifier=""inline"">What you will bring </u>&#160;</b></p><p>&#160;</p><p><b>Technical and Industry Experience</b></p><ul><li>May have Vacation Student/ Internship experience in an engineering environment.</li><li>Technical and practical process engineering skills.</li><li>Knowledge of the fundamental requirements of process engineering, and the basic requirements of other engineering fields.</li><li>Developing skills in process engineering specific software.</li><li>Some skills in the use of relevant software such as MS Office Suite.</li></ul><p><b>Education – Qualifications, Accreditation, Training</b></p>&#160;<p><b>Required:</b></p><p><p>A recognized and relevant engineering degree or equivalent that will lead to registration as a professional Engineer.</p><p>&#160;</p></p><b><u simplifier=""inline"">What we offer you<br></u></b>Providing our people with an agile culture and challenging work opportunities results in a positive work environment.&#160; Our people enjoy competitive compensation packages and a fun, personal, collaborative and safe working environment.&#160; We value equal employment opportunity and are committed to promoting fairness, equality and diversity.<p></p>Our policy is to conduct background checks for all candidates who accept an offer of employment with us.<p><b>If you have the passion and talent to keep up, it&#39;s time to test the limits of what you can become. &#160;Find your future with Worley.</b></p>"
32,https://sa.jooble.org/desc/1801354758952056778,TLS COOPs - KSA,PwC Middle East,Riyadh,"<p><b> Description </b> At PwC, we measure success by our ability to create the value that our clients and our people are looking for. Our reputation lies in building lasting relationships with our clients and a focus on delivering value in all we do. We’re a network of firms in 158 countries with more than 236,000 people who are committed to delivering world-class capabilities and quality in assurance, tax and advisory services. Established in the region for 40 years, PwC Middle East employs over 4,200 people across 12 countries. Complementing our depth of industry expertise and breadth of skills is our sound knowledge of local business environments across the Middle East region. Our tailored solutions help our clients meet the challenges and opportunities of doing business in the Middle East market and beyond. <p><b> About our Co-op Program </b> </p> <p> Our Co-op Internships offer high caliber students the opportunity to experience work and life at PwC, and gain a valuable insight into our business and culture. You’ll work alongside graduate trainees and experienced professionals on live and interesting client projects. You will be doing real work on real clients so be prepared to get involved.  </p> <p><i> The Co-op is due to start in June or August 2023. </i> </p> <p><b> The opportunity </b> </p> <p> A career within Tax &amp; Legal services, will provide you with the opportunity to help our clients meet and manage their tax obligations across unique but ever changing tax specialties. You’ll advise clients on their local and overseas tax affairs, while acting as a strategic consultant related to business analysis, managing indirect taxes, dispute resolution, and global enterprise tax solutions. To know more about our Tax &amp; Legal services business: Click here  </p> <p> Discover what a career with us is all about, and boost your employability. You’ll find out first-hand if this is the career for you – perform well, and you could be offered a graduate job. Working alongside specialists, you’ll work on client projects to give you the best insight into what we’re about. You’ll have the opportunity to build networks with your colleagues and peer group.  </p> <p><b> Job Description </b> </p> <p> As a co-op you&#39;ll gain invaluable industry experience, work with inspiring people driven to make a difference and become a part of a culture that thrives on the diversity of its people. You&#39;ll work on client engagements, take part in projects addressing some of the tough challenges and strengthen your skills while witnessing the impact of your contribution. And you&#39;ll have a potential fast track into our Graduate Program at the end of the co-op.  </p> <p><b> The teams you could join include: </b> </p> <ul><li> Core Tax Services </li><li> Global Mobility </li><li> Transfer Pricing </li><li> Indirect Taxes </li><li> International Tax Services and Mergers & Acquisitions </li><li> Digital Solutions </li><li> Legal </li></ul><p><b> What we are looking for </b> </p> <p> Be eligible for a Co-op internship and available for the full 28 weeks with your university and final year student with a related degree in Law, Economics or similar and a cumulative GPA of 3.0/4 </p> <p> Arabic speaking candidates preferred.  </p> <p> Have the legal right to work in the country you are applying without restrictions, we do not provide sponsorship for our internships  </p> <p><b> Additional information </b> </p> <ul><li> Develop your skills through one-on-one coaching and mentoring </li><li> Undertake challenging client work and engagements with potentially broad social impacts </li><li> Attend networking events </li><li> Expand your professional and personal networks with like-minded peers </li><li> Expand your career potential with a globally respected organization </li></ul><p> We want all of our people to feel empowered to be the best that they can be, find out more about our firmwide Employee Value Proposition: Click Here  </p> <p> If this sounds like the opportunity for you, apply now! </p> <p><b> Travel Requirements </b> </p> <p>0% </p> <p><b> Available for Work Visa Sponsorship?</b> </p> <p> No  </p> <p><b> Government Clearance Required?</b> </p> <p> No  </p> <p> For further information, and to apply, please visit our website via the “Apply” button below. </p>"
33,https://sa.jooble.org/desc/-2892333995780686064,General Physician,Johns Hopkins Aramco Healthcare,Ras Tanura,"General Physician <p><p><p><h2><b> Basic Function </b></h2><p> Serves as a general practitioner, diagnoses and treats patients for diseases and disabilities; directs preventive care of patients according to approved procedures which are part of an integrated program of curative and preventive services. </p><p><p><h2><b> Scope </b></h2><p> The work is in Johns Hopkins Aramco Healthcare Primary Care Services Division in Dhahran, Al Hasa, Ras Tanura, Abqaiq and Udahliyah. May be assigned to any of the Company’s out-patient services including rotational duty in Primary Care Services in all locations. Supervised by the Unit Heads in his work location and Chief of Primary Care Services. Day-to-day work direction including assignment of duties and on-the-job review of actual work performed and technical advice usually provided by a Head Physician or Chief of Primary Care Services. Supervisors make spot checks on the accuracy and completeness of patient records, observing diagnoses made and treatments rendered. Advice and consultation is received from the supervisor, work director or medical specialists in treating difficult cases. The majority of professional problems encountered are solved without reference to the supervisor. </p><p><p><h2><b> Principal Contacts </b></h2><p> Most contacts are with patients and their supervisors or relatives, involving the interpretation of medical information to the layman. Has no responsibility for capital expenditures. </p><p><p><h2><b> Principal Duties </b></h2><p><p> Works as a physician in one of more of the following assignments: </p><ol><li> Performs the professional duties of a General Practice physician in a manner consistent with his/her training and in accordance with the privileges delineated by the credentials committee. </li><li> Out-patient clinics: Examines and treats patients coming to the out-patient clinics. Takes medical history, examines patient, makes diagnosis and prescribes medications and other therapies. Seeks specialist consultation when necessary. </li><li> Follow patients through their illnesses at appropriately spaced intervals. Orders laboratory and x-ray procedures and interprets results as required. Orders or applies such preventive measures as may be indicated. Performs physical examinations on employees, wives and children. Makes recommendations as to fitness for employment. Takes appropriate action to counsel patient on any physical defects uncovered during the examinations and makes appropriate arrangements for treatment and follow-up. Advises the Company of employees’ limitations in capacity to perform work because of health. Must be familiar with local or industrial factors which may produce disease or dysfunction (e.g. noise, toxic substances, child delivery and feeding practices, etc.). </li><li> Emergency Receiving Room: Determines which cases constitute an emergency, extends rapid treatment to the patient as needed, makes quick decisions, chooses the correct consultant for immediate judgment and treatment if necessary. Advises nursing personnel regarding medical problems; response to radio/telephone calls from remote areas requesting medical advice; occasionally must go on emergency ambulance trips or otherwise use good judgment in responding to bona fide outside emergencies. This duty is principally at night and on weekends. ( applicable to the relevant District )</li><li> Participate in peer review and performance improvement activities as well as other professional activities. Attend continuing medical education (CME) meetings as time permits. Provides patient care in accordance with the best available evidence based practice. </li><li> Completes all medical records and case histories promptly, indicating there on the diagnosis and treatment given. Is responsible for the medical accuracy, completeness and confidential nature of patients’ medical records. </li><li> Provides health counseling of patients as needed. </li><li> Attends professional and Company meetings as directed by the supervisor. Occasionally prepares cases for presentation at ward rounds and staff meetings. Prepares medical papers for delivery at group meetings. <br> <br>&#160;</li></ol><p><p><h2><b> Experience </b></h2><p><p> A minimum of two years satisfactory practice in general medicine after internship, either in a hospital, private practice or the equivalent. </p><p>&#160;</p><p><p><h2><b> Certifications/Other requirements as applicable </b></h2><p><ul><li> Proficient in English. </li><li> Good physical and mental condition. </li><li> Current medical license from country of origin to practice </li><li> Arabic language is preferred. </li></ul>"
34,https://sa.jooble.org/jdp/2917630434708978692/General-Service-Support-+-Graduate-Riyadh,General Service Support - Graduate,Philips,Riyadh,"<h3>Job Title</h3>General Service Support - Graduate<p simplifier=""block""></p><h3>Job Description</h3><p simplifier=""block""><b simplifier=""inline"">Don’t just learn to work – work to learn, surprise yourself with Philips!</b></p><p></p><p></p><p simplifier=""block"">We are excited to bring onboard talented fresh graduates who will during the 12 months of internship not just learn to work but work to learn! Therefore, please apply now if you meet the below requirements and ready to work in of the four locations:</p><p simplifier=""block""><p simplifier=""block""><b simplifier=""inline"">Location: </b>Tabuk</p><p simplifier=""block""><b simplifier=""inline"">Contract duration:</b>12 months</p>&#160;</p><p></p><p simplifier=""block""><b simplifier=""inline"">In this role, you have the opportunity to</b></p><p simplifier=""block"">Positively impact the Philips business in the Kingdom of Saudi Arabia! Support the digital transformation of our healthcare system bringing to the market innovative solutions with the aim to improve the life of patients and healthcare professionals.&#160;</p><p simplifier=""block""><p simplifier=""block""><b simplifier=""inline"">You are a part of</b></p><p simplifier=""block"">A team of professionals who offer service &amp; customer support to local hospitals and health providers along with service experts that provide global support, training and customized solutions.</p></p><p simplifier=""block""></p><p simplifier=""block""><b simplifier=""inline"">You are responsible for</b></p><ul><li>Installing Philips Healthcare (PH) equipment according to standards with respect to quality and installation time as set by PH</li><li>Performing planned maintenance and equipment modifications within the scheduled time and to the quality standards set by PH</li><li>Performing corrective maintenance, supported when necessary by&#160; tier-2 support helpdesk</li><li>Submitting timely and accurate service data, job sheets, reports, expense claims, radiation film badges, field problem reports and other paperwork as assigned</li><li>Being aware of customer needs and potential commercial leads (Philips Lifecycle Solutions – PLS)&#160; through customer visits and provide feedback and recommendations to the management, relevant people within the organization</li><li>Being a professional representative for PH with respect to customer problems, ensuring personal acceptability by the customer in appearance and behavior in accordance with PH policy and targets</li></ul><p simplifier=""block""></p><p simplifier=""block""><b simplifier=""inline"">To succeed in this role you’ll need the following</b></p><ul><li>Degree level education obtained post-2020 majored in Biomedical Engineering, Electrical Engineering or equivalent</li><li>Experience in maintenance and troubleshooting of technical complex systems as an asset</li><li>Fluent in English, verbal and written in addition to local language</li><li>Customer-oriented mindset</li><li>Availability for business trips inside the KSA&#160;&#160; </li></ul><p simplifier=""block""></p><p simplifier=""block""></p><p simplifier=""block""><b simplifier=""inline"">In return, we offer you</b><br>A 12-month program that will provide a unique opportunity to gain valuable skills in a supportive environment. In addition, the ability to grow within a multinational company and to understand the processes and structure of Health Tech Business. You can join the company that values the interaction between technology and people, while working on challenging projects.</p><p simplifier=""block""></p><p simplifier=""block""></p><p simplifier=""block""><b simplifier=""inline"">Why should you join Philips?</b><br>Working at Philips is more than a job. It’s a calling to create a healthier society through meaningful work, focused on innovative, customer-first health technology solutions. Help us improve the health and well-being of billions of people, every year. Ultimately creating a career that no one could have planned for. Even you.</p><p simplifier=""block""></p><p simplifier=""block""></p>"
35,https://sa.jooble.org/desc/6087924553415470994,Real Estate Broker,Qualfon,Riyadh,"<p>Required Real Estate Broker

Attractive salary based on experience.

Generous commission (50 %) with unlimited earning potential.

Access to lead generation system and exposure on property portals with company website and CRM system.

Property listings.

Experienced admin support which helps you in closing deals.

Marketing support with photography, Social Media, Google Adwords, SEO, SMS, Email marketing.

Real Estate Sales and or Rental experience in the UAE, must be able to demonstrate experience.

Positive attitude. Presentable, Professional.

Honest and hard working.

A smart business dress is required at all times.

Go-getter

Job Types: Full-time, Part-time, Permanent, Temporary, Contract, Internship, Fresher.

Interested candidates should send their CVs
</p>"
36,https://sa.jooble.org/desc/-4945947673468301037,Marketing Associate - Tamheer Program,,Dammam,"<h2> Job Description  </h2> <p><p></p><ul><li> Write and edit in house articles, speeches related to Logistics activities and campaign promo. </li><li> Prepare and coordinate the production of promotional brochures, handouts, direct mail leaflets, videos and photographs and other multimedia programmes. </li><li> Assists in organising/participation of events including press conferences, logistics seminars and exhibitions. </li><li> Assists on the development of all corporate communications such as publications, campaigns content, banners and advertisement. </li></ul><p></p>  <h2> Skills  </h2> <p> </p> <h2> Preferred Candidate  </h2> <dl><p><dt> Career Level </dt><dd> Student/Internship </dd></p><p><dt> Years of Experience </dt><dd> Min: 0 Max: 0</dd></p><p><dt> Nationality </dt><dd> Saudi Arabia </dd></p><p><dt> Degree </dt><dd> Bachelor&#39;s degree / higher diploma </dd></p><p><dt> Age </dt><dd> Min: 0 Max: 0</dd></p></dl>"
37,https://sa.jooble.org/desc/8267737224919470943,Director Procurement - Construction,,Mecca,"<h2> Job Description  </h2> <p><p><p></p> To build, operate and lead the procurement function and ensure a cost effective process is followed across both, corporate and technical procurement. <p></p> Client Details <p></p> Our client is growing organisation working towards to fulfilling some of the Kingdom&#39;s 2030 Vision goals. <p></p> Description <p></p> In addition to the developing the policies, procedures and manual for the department, the key areas of focus for this role include: <br> Strategy development and planningPeople Management Budgeting and Financial PerformancePolicy, Processes and Procedure developmentContract Management Vendor Relationship &amp; Internal Stakeholder Management <p></p> Profile <br> Bachelor&#39;s degree in Business Administration, Supply Chain Management, Finance, Law, or any other related field.Any professional certification in related areas is an advantage.10 years of relevant experience in Procurement including at least 2 years in positions of progressively increasing managerial responsibilities.Arabic speaker is mandatory <p></p> Job Offer <p></p> In addition to the opportunity of setting up a function and a long term growth opportunity, this role is well-remunerated with an attractive package including benefits. <br>  <h2> Skills  </h2> <p> Construction procurement <br> </p> <h2> Preferred Candidate  </h2> <dl><p><dt> Career Level </dt><dd> Student/Internship </dd></p></dl>"
38,https://sa.jooble.org/jdp/8470534707496534853/Staff-Physician%2C-Primary-Care-Al-Dhahran,"Staff Physician, Primary Care",Johns Hopkins Aramco Healthcare,Al Dhahran,"<p><p><h2><b simplifier=""inline"">Basic Function</b></h2></p><p>Provide high standard, cost effective, care of the respective specialty to JHAH eligible medical recipients under the supervision of Attending Physician. Execute duties within the approved Credentials &amp; Privileges provided by the Hospital Credentials &amp; Privileging Committee.</p></p><p><p><h2><b simplifier=""inline"">Scope</b></h2></p><p>Attend service clinical and educational rounds including morning reports and sign out rounds when appropriate. Attend and participate in the multi-disciplinary team rounds. Attend and participate in service/department Quality and Safety activities including reviews, audits and presentations. Report patients&#39; adverse events to the appropriate department/service office. Attend and contribute to service and department business meetings. Prepare and provide patient reports as required within the hospital policy. Participate actively when assigned to a given committee. Keep apprised with, and adhere to, hospital and departmental policies and bylaws. Ensure legible and timely entries into patients&#39; records. Maintain complete patient case records. Adhere to hospital policy regarding patient record confidentiality. Participate in medical records audits when required to do so.</p></p><p><p><h2><b simplifier=""inline"">Principal Contacts</b></h2></p><p>He/she is in daily contact with hospitalized patients and their families, nurses, other Physicians, and other medical staff. He/she is also in close contact with Emergency Medical Service physicians, Clinical Medicine Services physicians, Surgical &amp; Diagnostic Services physicians, Radiology Services as well as other respective services requesting.</p></p><p><p><h2><b simplifier=""inline"">Principal Duties</b></h2></p><p><p simplifier=""block""><b simplifier=""inline"">In patient Duties:</b></p><ol><li>Assess and admit patients through Emergency Room, out-patient clinics and transfer from other hospitals as directed by the attending Physician.</li><li>Carry out the necessary investigations and admission work-up as indicated.</li><li>Carry out the day-to-day patient assessment, plan and execute management under the supervision of the attending Physician.</li><li>Conduct daily rounds during work days on admitted patients and assigned consults as appropriate.</li><li>Attend to patients when re-evaluation is required throughout the work day.</li><li>Attend to admitted patients through the weekend as per the specific service arrangement.</li><li>Respond to emergency calls in a timely manner and tend to patients when required to do so.</li><li>Participate in trauma care, Code blue care, or rapid response care according to the established role by credential and privilege given.</li><li>Answer in-patient consultations within the required timeframe in conjunction with consulting services.</li><li>Conduct rounds on related service intensive care unit patients when on-call.</li><li>Plan and prepare patients for discharge as appropriate.</li><li>Dictate discharge summaries</li><li>Provide in-house 24 hour call when required as per the monthly on-call schedule.</li></ol><p simplifier=""block""><b simplifier=""inline"">Out Patient Duties:</b></p><ol><li>Attend assigned out-patient medical/surgical and procedural clinics within approved ambulatory Credential &amp; Privilege.</li><li>Refer patients to other services where appropriate.</li><li>Evaluate patients in the emergency room and perform minor emergency surgical procedures when required.</li></ol><p simplifier=""block""><b simplifier=""inline"">Operating Room Outpatient Procedure Area Duties: (only applicable for specific specialty)</b></p><ol><li>Assist in the operating room when assigned to a particular service/attending surgeon.</li><li>Perform operative procedures within approved privileges.</li><li>Perform Perioperative Anesthetic Management within approved privilege.</li><li>Maintain punctuality and professionalism in the operating room environment.</li><li>When required, keep patients caregiver/guardian informed of the outcome of the procedure.</li><li>Dictate timely and appropriate operative reports when required to do so.</li><li>Ensure safe patient transfer out of the operating room by completing the required documentation.</li></ol></p></p><p><p><h2><b simplifier=""inline"">Experience</b></h2></p><p>Minimum of 2 years’ experience in specialty required (following completion of internship) preferably in a university affiliated teaching hospital.</p></p><p><p><h2><b simplifier=""inline"">Certifications/Other requirements as applicable</b></h2></p><p><ul><li>Participate in teaching and educational activities of junior staff, medical students and interns.</li><li>Keep up to date with knowledge and skills required to perform duties safely.</li><li>Maintain adequate continuous medical education credits as required by hospital and licensing authorities.</li></ul></p></p>"
39,https://sa.jooble.org/desc/1506760695203478522,Electrical Design Engineer (Building Design,Ghafari,Riyadh,"<p><b> A person MUST be a Saudi national, and be able to read/write/speak English. </b><p>&#160;</p><p> Ghafari Associates is looking for ELECTRICAL DESIGN ENGINEER to join our <b> Riyadh, Saudi Arabia </b> office. </p><p>&#160;</p><p> The Electrical Design Engineer, will apply electrical analysis, design and drafting skills to develop engineering design documents for lighting, power, and associated controls. He/she will provide computer-aided design (CAD) technical production support in the discipline of electrical engineering and related coordination for process and building systems. </p><p>&#160;</p><p><b> Essential Job Functions: </b></p><ul><li> Create engineering documents using computer aided design (CAD) technology utilizing Autodesk Revit and/or AutoCAD </li><li> Work closely with architects and engineers during design phase of project to understand project scope of work </li><li> Possess / demonstrate the engineering knowledge and understanding to design or analyze engineered equipment, (e.g. substation mechanical equipment and systems integration)</li><li> Knowledge of the NFPA, ANSI/IEEE and IES standards, as they apply to the electrical design </li><li> Able to adhere to project quality, budget, and schedule given the design approach and constraints </li><li> Possess engineering knowledge of the high &amp; low voltage systems (e.g. power and lighting systems)</li><li> Prepare feasibility studies&#160;and schematic design packages of lighting, power systems, etc.&#160;</li><li> Able to adhere to project quality, budget, and schedule given the design approach and constraints </li><li> Communicate and work with all other disciplines to produce coordinated construction documents </li><li> Conduct field measuring and checking at the construction site </li><li> Maintain organized project file containing project calculations, schedules, correspondence, appropriate reference materials, etc.&#160;</li><li> With assistance, edit and draft project specifications </li><li> Review project submittals (shop drawings) for conformance with contract documents; specify action required for conformance </li><li> Respond to RFIs </li><li> Perform related duties as assigned </li></ul><ul><li> Bachelor’s degree in Electrical Engineering or related field </li><li>5+ years of related and progressively more responsible experience in electrical engineering field </li><li> Knowledge and application skills for design of facilities power and lighting systems </li><li> Revit experience a must!</li><li> Computer applications skills for production of design documentation, including Microsoft Office (emphasis on Excel and Word) and BIM 360 </li><li> Engineering software for power and lighting (D  ialux ), short-circuit analysis (e.g. ETAP, SKM)</li><li> Must be able to read, write and speak English </li><li> Strong attention to detail </li></ul><p> Since 1982, Ghafari Associates has taken a personal approach to highly technical projects in complex markets including: aviation, manufacturing, healthcare, retail, hospitality, K-12 and higher education. As a global team of engineers, architects, process designers, and consultants we blend insight with technological innovation helping clients elevate their efficiency, sustainability, and impact. </p><p>&#160;</p><p> Continuously rated a&#160; , Crain’s&#160; , and a&#160;company to work for in the US, Ghafari has made a name for itself through our culture, employee benefits, and&#160; . </p><p>&#160;</p><p> Over a quarter of Ghafari employees have diverse identities that are championed by our growing approach to Diversity, Equity, and Inclusion. We provide flexible work environments allowing team members a schedule that benefits them, whether it is fully remote, hybrid or an in-office experience.&#160;</p><p>&#160;</p><p> Through career mapping, Ghafari employees are encouraged to seek licensure, coached for knowledge growth, and provided opportunities for management and mentorship roles if interested. Our robust internship program recognizes undergraduate and graduate students from across the world, having an over 90% success rate of hiring our interns after graduation. </p><p>&#160;</p><p> Join our team and work on forward-thinking projects all around the world. Ghafari’s global reach creates an environment where individuals can build professional relationships while building sustainable and cutting-edge facilities. Are you ready to take that leap? </p><p>&#160;</p><p><em> Ghafari Associates, LLC is an Equal Opportunity / Affirmative Action employer and is committed to providing reasonable accommodations to individuals with disabilities in the employment application process. If you need an accommodation due to a disability in order to use our online system to apply for a position at Ghafari Associates, LLC, you may apply for positions in the following ways: </em></p><p>&#160;</p><p><em> Connect to our job portal (</em><br><em> By fax at 313.436.8624; Attn: Human Resources </em><br><em> By mail at 17101 Michigan Avenue, Dearborn, MI 48126; Attn: Human Resources </em><br><em> In person at 17101 Michigan Avenue, Dearborn, MI 48126. </em><br><em> By email at hr@ghafari.com </em><br><em> If there are any questions or additional accommodations that are required, please contact 313.441.3000 for assistance. </em></p><p><em>&#160;</em></p><p><em> It is Ghafari Associates, LLC’s policy not to discriminate in its employment and personnel practices because of a person’s race, color, creed, religion, sex, national origin, age, weight, height, marital, pregnancy or parental status, sexual orientation, gender identity, genetic information (including family medical history), political affiliation, military service, status as a qualified individual with a disability or a protected veteran, or any other classification protected by federal, state or local law or ordinance. </em></p>"
40,https://sa.jooble.org/jdp/4977141779267073730/Nephrologist-Al-Ahsa,Nephrologist,Johns Hopkins Aramco Healthcare,Al Ahsa,"<p><p><h2><b simplifier=""inline"">Basic Function</b></h2></p><p><p simplifier=""block"">Provides specialized clinical services to JHAH patients for the diagnosis and management of the kidneys.</p><p simplifier=""block"">&#160;</p></p></p><p><p><h2><b simplifier=""inline"">Scope</b></h2></p><p>The Nephrologist is a staff member of the Specialty Medicine Department, and provides clinical care and consultative services to inpatient and outpatients with kidney disorders.&#160; Will be expected to fulfill duties to meet organizational needs for which he or she is qualified.&#160; Reports to the Chief of the Division of. Specialty Medicine.</p></p><p><p><h2><b simplifier=""inline"">Principal Contacts</b></h2></p><p>Has daily contact with patients, family members, staff, nurses, allied health professionals, administrators and physicians.</p></p><p><p><h2><b simplifier=""inline"">Principal Duties</b></h2></p><p><ol><li>Provides person-centered care and consultations to inpatients and outpatients in the area of expertise</li><li>Provides diagnostic and therapeutic procedures in accordance with the highest standards of care and within the delineation of privileges as recommended by the Chief of the Division, and approved by the JHAH Credentialing and Privileging Committee.</li><li>Completes all medical documentation and reports in a timely and professional manner.</li><li>Develops collegial relationships and works collaboratively other physicians, nurses, allied health providers, and administrators across departments and districts at JHAH. Actively participates as a member of multi-disciplinary teams and is a team player.</li><li>Shares in the on call responsibilities according to operational need.&#160; Responds to emergency requests for assistance from the emergency rooms at all JHAH facilities.</li><li>Actively participates in the monthly Unit, Division, Department and Hospital staff, clinical, education and research meetings.</li><li>Contributes to the educational activities of the Division, by attending Grand Rounds, Journal Clubs and fosters the education or professional development of trainees or other health care professionals.</li><li>Participates in interdisciplinary, interdepartmental and performance and quality improvement activities including committee service within JHAH.</li><li>Promptly responds to all JHAH queries regarding medical documentation, coding, patient concerns, or risk management.</li><li>Participates in the development and implementation of administrative policies, medical practice procedures, clinical guidelines, and standard operating procedures</li></ol></p></p><p><p><h2><b simplifier=""inline"">Experience</b></h2></p><p><ul><li>Must have at least three years of practice in the field of Nephrology post board and proof of expertise in the discipline of Nephrology.</li><li>Three to Five years of residency training in internal medicine in a recognized residency training program.</li><li>One (1) year internship in a recognized training program.</li></ul></p></p><p><p><h2><b simplifier=""inline"">Certifications/Other requirements as applicable</b></h2></p><p><ul><li>Excellent command of oral and written English.</li><li>Must hold a valid license to practice medicine.</li></ul></p></p>"
41,https://sa.jooble.org/desc/1293582022009145042,Business Development Intern - GulfTech Innovations...,Qureos,Riyadh,"<p><strong> About Employer: </strong><p> GulfTech Innovations is a cutting-edge technology company that specializes in creating innovative and user-friendly mobile and web applications. The company focuses on creating software solutions that solve complex business problems for clients in a wide range of industries. GulfTech's services include custom software development, mobile app development, web development, and digital marketing. </p><p><strong> <br> Job Description: </strong></p><p></p><p> We are seeking a highly motivated and proactive Business Development Intern to join our team in Riyadh, Saudi Arabia. The successful candidate will assist in the development and implementation of strategies to drive business growth and expand our customer base. The ideal candidate should be passionate about technology, have strong analytical skills, and possess excellent communication skills. </p><p> </p><p><strong> Responsibilities: </strong></p><ul><li> Conduct market research and analysis to identify potential customers and market opportunities </li><li> Assist in developing and implementing strategies to increase sales and expand the company&#39;s customer base </li><li> Generate leads and conduct outreach to potential clients through various channels </li><li> Assist in creating marketing materials and presentations to support business development efforts </li><li> Attend meetings with potential clients and partners, and help prepare proposals and contracts </li><li> Build and maintain strong relationships with clients and partners </li><li> Provide regular reports and updates on business development activities and progress </li><li> Collaborate with other departments within the company to ensure smooth delivery of products and services to clients </li><li> Assist in developing and implementing customer satisfaction surveys and feedback mechanisms </li></ul><p> </p><p><strong> Requirements: </strong></p><ul><li> Bachelor&#39;s degree in Business Administration, Marketing, or a related field </li><li> Strong written and verbal communication skills </li><li> Good interpersonal skills, including the ability to build and maintain relationships with clients and partners </li><li> Good organizational and time-management skills </li><li> Ability to work independently and as part of a team </li><li> Proficient in Microsoft Office and CRM software </li><li> Passionate about technology and the latest trends in the industry </li><li> Ability to work in a fast-paced, deadline-driven environment </li><li> Previous experience in business development or sales is a plus </li></ul><p> </p><p><strong> Duration: </strong></p><p> This is a full-time internship position, with a minimum duration of three months. The position may be extended based on performance and business needs. </p><p> </p><p><strong> Compensation: </strong></p><p> This is a paid internship position, with a competitive compensation package based on skills and experience. </p><p> </p><p><i> Note: Gulftech is an equal-opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. </i></p>"
